"location","visityear","mpbyear","BEETLEAREA150","BEETLEAREA300","BEETLEAREA500","SEVERITY150","DOMCLASS150","SEVERITY300","DOMCLASS300","SEVERITY500","DOMCLASS500","BURNAREA150","BURNAREA300","BURNAREA500","latitude","longitude","maxFY150m","meanFY150m","maxFY300m","meanFY300m","maxFY500m","meanFY500m","HARVESTAREA150","HARVESTAREA300","HARVESTAREA500","maxHY150m","meanHY150m","maxHY300m","meanHY300m","maxHY500m","meanHY500m","disturbance_year","treatment","TSD","AMRO","DEJU","RBNU","SWTH","YRWA","CHSP","WTSP","WWCR","PISI","HETH","MOCH","MODO","WETA","CEDW","NOFL","OSFL","HAFL","WAVI","WEWP","BBMA","ATTW","HAWO","RCKI","VATH","OCWA","TEWA","EVGR","LISP","BHGR","DUFL","EUST","MGWA","NHWR","NOWA","WCSP","WEFL","WIFL","YEWA","FOSP","GRCA","WIWA","BARS","GCKI","RNSA","ALFL","RBGR","VEER","YBSA","LEFL","VESP","BRSP","CCSP","SAVS","CLNU","BCCH","BHVI","CAVI","REVI","AMRE","PIWO","SOSP","TOSO","HDFL","TOWA","MOBL","PAWR","EAKI","COYE","DOWO","BBWO","MAWA","OVEN","WIWR","LAZB","BOCH","BRCR","LCSP","WBNU","PUFI","AMGO","HOSP","PIGR","CAFI","YBFL"
"MPB-B2-48",2024,2016,6451.700772,38977.43975,127275.2196,0,0,0,0,2,2,70653.54093,282614.1637,782063.7667,53.081108,-118.088299,2022,2022,2022,2022,2022,2022,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B2-49",2024,2016,0,0,37638.17171,0,0,0,0,2,2,70653.54093,282614.1637,785039.3436,53.083908,-118.083537,2022,2022,2022,2022,2022,2021,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B2-50",2024,2016,70653.54093,280386.6261,655437.3759,2,2,2,2,2,2,70653.54093,282614.1637,785039.3436,53.121242,-118.032797,2022,2022,2022,2022,2022,2022,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B2-53",2024,2016,63588.83047,210900.9999,519964.9048,3,2,3,2,3,2,70653.54093,282614.1637,764450.6241,53.13204,-118.027532,2022,2022,2022,2022,2022,2022,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",2,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B2-54",2024,2016,70653.54093,256981.1889,491586.471,3,2,3,2,3,2,70653.54093,282614.1637,785039.3436,53.134624,-118.031087,2022,2022,2022,2022,2022,2022,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B2-55",2024,2016,50963.48026,212500.8554,684778.2727,2,2,2,2,2,2,70653.54093,282614.1637,742813.1484,53.136057,-118.025637,2022,2022,2022,2022,2022,2022,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B2-56",2024,2016,65457.8214,180908.3431,415334.2644,3,2,3,2,3,2,70653.54093,282614.1637,785039.3436,53.138251,-118.031862,2022,2022,2022,2022,2022,2022,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",2,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B2-57",2024,2016,70601.94998,250556.7412,621046.6422,2,2,2,2,2,2,70653.54093,282614.1637,783963.2818,53.139147,-118.027136,2022,2022,2022,2022,2022,2022,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B2-58",2024,2016,65858.82738,234467.3606,576745.5724,1,2,1,2,2,2,70653.54093,261300.9519,624661.1506,53.14407,-118.023671,2022,2022,2022,2022,2022,2022,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B2-59",2024,2016,42325.48869,173322.5531,442917.1036,2,2,2,2,2,2,70653.54093,242429.1501,571907.777,53.148365,-118.023118,2022,2022,2022,2022,2022,2022,0,0,0,NA,NA,NA,NA,NA,NA,2022,"burn",2,1,0,0,1,0,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B5-918",2023,2016,0,0,0,0,0,0,0,0,0,70653.54093,276822.9149,685871.3249,52.867148,-117.80501,2015,2015,2015,2015,2015,2015,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B5-919",2023,2016,0,0,0,0,0,0,0,0,0,70653.54093,279604.7905,639292.4319,52.865785,-117.801003,2015,2015,2015,2015,2015,2015,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B5-920",2023,2016,0,0,0,0,0,0,0,0,0,70653.54093,259956.9151,612261.8772,52.864488,-117.796932,2015,2015,2015,2015,2015,2015,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B5-921",2023,2016,0,0,0,0,0,0,0,0,0,58112.36693,190828.7697,482962.8889,52.864145,-117.792371,2015,2015,2015,2015,2015,2015,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B5-968",2023,2016,0,0,155.5155808,0,0,0,0,2,0,70653.54093,282614.1637,719287.8623,52.87463,-117.80979,2015,2015,2015,2015,2015,2015,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B5-969",2023,2016,0,6704.945072,25689.88944,0,0,2,0,2,0,70653.54093,259292.697,634617.2169,52.87594,-117.81389,2015,2015,2015,2015,2015,2015,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-B5-970",2023,2016,16626.28563,34354.12279,76892.06873,2,0,2,0,2,0,30124.75157,137965.9167,404821.6849,52.87847,-117.81519,2015,2015,2015,2015,2015,2015,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MPB-B5-971",2023,2016,0,0,17.35604965,0,0,0,0,2,0,70653.54093,282614.1637,785039.3436,52.87304,-117.81349,2015,2015,2015,2015,2015,2015,0,0,0,NA,NA,NA,NA,NA,NA,2016,"standing",7,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H1-900",2023,2016,0,3197.491433,94920.87041,0,0,2,3,3,3,52793.19941,93053.73631,112286.0319,52.873876,-118.10962,2009,2006,2009,2006,2010,2006,41813.71437,153552.5524,400451.6536,2005,1999,2020,2003,2020,2006,2020,"harvest",3,1,1,1,1,1,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H1-904",2023,2016,3525.716451,42795.10457,111082.3153,3,3,3,3,3,3,0,238.7395435,3119.759246,52.878374,-118.115179,NA,NA,NA,NA,1993,1982,69765.70565,191455.2711,322525.926,2019,2019,2019,2019,2019,2017,2019,"harvest",4,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H1-905",2023,2016,0,4895.19871,72343.06018,0,0,3,3,3,3,293.6028423,999.3410792,1998.677982,52.879937,-118.118921,NA,NA,1993,1993,1993,1981,61727.18017,187676.8852,315785.8592,2019,2019,2019,2019,2019,2018,2019,"harvest",4,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"MPB-H1-906",2023,2016,7083.535308,51950.90497,181297.9644,3,3,3,3,3,3,0,999.3410792,999.3410792,52.880072,-118.123093,NA,NA,1993,1993,1993,1993,60771.81857,123076.841,242930.3674,2019,2019,2019,2019,2019,2017,2019,"harvest",4,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H1-954",2023,2016,0,0,22654.7164,0,0,0,0,3,3,0,0,0,52.87148,-118.13196,NA,NA,NA,NA,NA,NA,70653.54093,258216.4677,513132.1277,2019,2019,2019,2018,2019,2017,2019,"harvest",4,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H1-955",2023,2016,0,0,22231.25146,0,0,0,0,3,3,0,0,0,52.87147,-118.13196,NA,NA,NA,NA,NA,NA,70653.54093,258092.3735,512740.8132,2019,2019,2019,2018,2019,2017,2019,"harvest",4,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MPB-H1-956",2023,2016,0,0,0,0,0,0,0,0,0,0,999.3404572,1998.679684,52.86986,-118.1258,NA,NA,1995,1995,1998,1996,69560.95183,195564.0575,571303.2217,2019,2019,2019,2016,2019,2015,2019,"harvest",4,1,1,0,1,1,1,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H13-21",2024,2016,0,0,0,0,0,0,0,0,0,0,0,3571.081328,52.869903,-118.120698,NA,NA,NA,NA,2000,1998,48309.18202,186137.6185,545551.854,2019,2011,2019,2012,2019,2013,2019,"harvest",5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H13-22",2024,2016,0,0,14346.13297,0,0,0,0,3,3,0,864.9170003,22700.71954,52.871708,-118.117292,NA,NA,2000,2000,2009,2006,63267.07448,200439.0297,457247.8466,2009,2008,2020,2008,2020,2008,2020,"harvest",4,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H15-23",2024,2016,0,0,20443.34738,0,0,0,0,3,3,0,0,0,52.872952,-118.121615,NA,NA,NA,NA,NA,NA,68257.09174,224879.2919,545616.9818,2008,2008,2019,2008,2019,2010,2019,"harvest",5,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MPB-H15-24",2024,2016,0,0,39094.03424,0,0,0,0,3,3,0,0,0,52.872819,-118.127208,NA,NA,NA,NA,NA,NA,59934.35991,234662.8214,583965.2319,2019,2008,2019,2013,2019,2014,2019,"harvest",5,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H15-25",2024,2016,8147.381337,28531.08598,93265.11842,3,3,3,3,3,3,0,0,0,52.875609,-118.126941,NA,NA,NA,NA,NA,NA,54662.26524,129801.7439,348976.4011,2011,2008,2019,2009,2019,2011,2019,"harvest",5,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H16-10",2024,2016,70653.54093,222412.0964,443870.0587,3,3,3,3,3,3,0,0,1212.650832,52.875571,-118.052234,NA,NA,NA,NA,2007,2007,70653.54093,210743.0788,414929.2445,2008,2008,2008,2008,2021,2008,2021,"harvest",3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H16-14",2024,2016,91.68443695,54239.10522,229640.8027,3,3,3,3,3,3,0,0,1691.235987,52.872808,-118.051757,NA,NA,NA,NA,1989,1965,61375.74715,151881.9223,318821.8998,2008,2008,2008,2008,2008,2008,2016,"standing",8,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H19-31",2024,2016,39217.65768,136195.6113,246626.1238,3,3,3,3,3,3,1443.030021,24277.38199,77790.88596,52.887938,-118.088702,1988,1988,2006,2001,2016,2002,69617.52118,255770.4721,621720.9789,2005,2004,2019,2005,2022,2008,2022,"harvest",2,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"MPB-H5-17",2024,2016,0,0,0,0,0,0,0,0,0,0,1832.806445,3997.357197,52.866926,-118.12178,NA,NA,1998,1996,2002,1982,61741.80583,209261.2282,522809.3103,2019,2019,2019,2018,2019,2017,2019,"harvest",5,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MPB-H5-18",2024,2016,0,0,0,0,0,0,0,0,0,1752.818396,1998.679684,2998.016832,52.8668,-118.12659,1995,1995,1998,1996,1998,1977,52735.69105,166636.9523,475993.6542,2019,2018,2019,2018,2019,2018,2019,"harvest",5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H5-19",2024,2016,0,0,0,0,0,0,0,0,0,115.5928668,999.337148,2998.016832,52.864105,-118.128273,1959,1959,1959,1959,1998,1977,49022.27558,134820.4249,264903.8002,2019,2019,2019,2019,2019,2018,2019,"harvest",5,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H5-20",2024,2016,0,2863.989189,113999.34,0,0,3,3,3,3,0,0,0,52.872615,-118.137165,NA,NA,NA,NA,NA,NA,70653.54093,247553.3512,379526.075,2019,2019,2019,2019,2019,2019,2019,"harvest",5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H5-26",2024,2016,0,0,1552.033923,0,0,0,0,3,3,0,1993.202571,84172.86325,52.884307,-118.097333,NA,NA,2004,2004,2013,2008,70653.54093,255238.907,541375.103,2019,2019,2019,2017,2019,2013,2019,"harvest",5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MPB-H5-27",2024,2016,0,0,0,0,0,0,0,0,0,0,0,7902.215123,52.884663,-118.102121,NA,NA,NA,NA,2013,2013,70653.54093,237528.0353,514645.9771,2019,2019,2019,2019,2019,2018,2019,"harvest",5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H5-28",2024,2016,0,0,1532.439983,0,0,0,0,3,3,0,0,327.6123962,52.8862,-118.107265,NA,NA,NA,NA,NA,NA,70653.54093,247248.6094,462359.2436,2019,2019,2019,2019,2019,2019,2019,"harvest",5,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H5-29",2024,2016,0,5386.760149,122144.2841,0,0,3,3,3,3,0,0,0,52.888726,-118.113657,NA,NA,NA,NA,NA,NA,60598.13914,181897.5963,390673.384,2019,2019,2019,2019,2019,2019,2019,"harvest",5,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H5-30",2024,2016,20956.79037,121499.4512,236300.5637,3,3,3,3,3,3,0,0,0,52.892833,-118.109437,NA,NA,NA,NA,NA,NA,59362.94083,104309.1769,205419.3964,2019,2019,2019,2019,2019,2019,2019,"harvest",5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H5-32",2024,2016,0,0,33452.73371,0,0,0,0,3,3,0,0,13.94691404,52.898199,-118.104949,NA,NA,NA,NA,NA,NA,68591.06662,196151.3504,289462.0717,2019,2019,2019,2018,2019,2017,2019,"harvest",5,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MPB-H5-33",2024,2016,0,49672.08562,195356.248,0,0,3,3,3,3,0,994.9299519,1060.464862,52.898548,-118.109698,NA,NA,2016,2016,2016,2016,69988.28993,140069.5061,224013.8558,2019,2019,2019,2019,2019,2019,2019,"harvest",5,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MPB-H5-34",2024,2016,0,8198.487969,154149.4491,0,0,3,3,3,3,0,99.559601,99.559601,52.899597,-118.091687,NA,NA,NA,NA,NA,NA,70653.54093,203854.4771,268276.0326,2019,2019,2019,2019,2019,2018,2019,"harvest",5,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
